transactionId,fanId,matchId,numberOfTickets,totalAmount,status,mechanism,createdAt,durationMs
TXN00003525,FAN_SIM_524,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,39
TXN00003527,FAN_SIM_526,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,39
TXN00003526,FAN_SIM_525,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,40
TXN00003532,FAN_SIM_531,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,39
TXN00003518,FAN_SIM_517,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,79
TXN00003531,FAN_SIM_530,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,39
TXN00003535,FAN_SIM_534,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,29
TXN00003508,FAN_SIM_507,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,85
TXN00003511,FAN_SIM_510,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,85
TXN00003529,FAN_SIM_528,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,40
TXN00003530,FAN_SIM_529,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,40
TXN00003524,FAN_SIM_523,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,43
TXN00003528,FAN_SIM_527,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,42
TXN00003501,FAN_SIM_500,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,89
TXN00003512,FAN_SIM_511,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,89
TXN00003537,FAN_SIM_536,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,36
TXN00003540,FAN_SIM_539,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,35
TXN00003493,FAN_SIM_492,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,99
TXN00003505,FAN_SIM_504,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,103
TXN00003507,FAN_SIM_506,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,103
TXN00003520,FAN_SIM_519,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,64
TXN00003523,FAN_SIM_522,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,73
TXN00003543,FAN_SIM_542,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,38
TXN00003544,FAN_SIM_543,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,39
TXN00003534,FAN_SIM_533,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,67
TXN00003545,FAN_SIM_544,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,40
TXN00003536,FAN_SIM_535,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,61
TXN00003521,FAN_SIM_520,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,85
TXN00003547,FAN_SIM_546,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,38
TXN00003011,FAN_SIM_19,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,1448
TXN00003514,FAN_SIM_513,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,123
TXN00003509,FAN_SIM_508,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,138
TXN00003487,FAN_SIM_486,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,152
TXN00003559,FAN_SIM_558,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,38
TXN00003538,FAN_SIM_537,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,78
TXN00003510,FAN_SIM_509,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,142
TXN00003554,FAN_SIM_553,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,56
TXN00003546,FAN_SIM_545,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,59
TXN00003553,FAN_SIM_552,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,52
TXN00003533,FAN_SIM_532,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,91
TXN00003551,FAN_SIM_550,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,53
TXN00003557,FAN_SIM_556,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,52
TXN00003539,FAN_SIM_538,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,79
TXN00003542,FAN_SIM_541,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,59
TXN00003560,FAN_SIM_559,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,38
TXN00003555,FAN_SIM_554,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,52
TXN00003549,FAN_SIM_548,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,51
TXN00003556,FAN_SIM_555,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,52
TXN00003562,FAN_SIM_561,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,25
TXN00003561,FAN_SIM_560,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,38
TXN00003504,FAN_SIM_503,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,146
TXN00003550,FAN_SIM_549,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,58
TXN00003489,FAN_SIM_488,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,186
TXN00003010,FAN_SIM_13,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,1487
TXN00003567,FAN_SIM_566,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,78
TXN00003541,FAN_SIM_540,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,97
TXN00003548,FAN_SIM_547,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,89
TXN00003022,FAN_SIM_16,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,1524
TXN00003564,FAN_SIM_563,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,85
TXN00003593,FAN_SIM_592,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,66
TXN00003558,FAN_SIM_557,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,130
TXN00003579,FAN_SIM_578,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,72
TXN00003563,FAN_SIM_562,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,99
TXN00003565,FAN_SIM_564,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,98
TXN00003594,FAN_SIM_593,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,68
TXN00003552,FAN_SIM_551,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,131
TXN00003569,FAN_SIM_568,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,83
TXN00003591,FAN_SIM_590,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,70
TXN00003584,FAN_SIM_583,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,70
TXN00003576,FAN_SIM_575,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,77
TXN00003572,FAN_SIM_571,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,83
TXN00003566,FAN_SIM_565,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,98
TXN00003573,FAN_SIM_572,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,82
TXN00003592,FAN_SIM_591,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,69
TXN00003571,FAN_SIM_570,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,83
TXN00003578,FAN_SIM_577,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,73
TXN00003580,FAN_SIM_580,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,73
TXN00003575,FAN_SIM_574,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,81
TXN00003570,FAN_SIM_569,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,83
TXN00003582,FAN_SIM_582,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,73
TXN00003583,FAN_SIM_579,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,69
TXN00003590,FAN_SIM_589,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,95
TXN00003587,FAN_SIM_586,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,95
TXN00003598,FAN_SIM_597,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,42
TXN00003596,FAN_SIM_595,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,68
TXN00003603,FAN_SIM_602,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,29
TXN00003568,FAN_SIM_567,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,110
TXN00003595,FAN_SIM_594,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,81
TXN00003585,FAN_SIM_584,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,104
TXN00003574,FAN_SIM_573,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,120
TXN00003581,FAN_SIM_581,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,111
TXN00003021,FAN_SIM_17,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,1569
TXN00003599,FAN_SIM_598,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,55
TXN00003586,FAN_SIM_585,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,112
TXN00003605,FAN_SIM_604,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,47
TXN00003588,FAN_SIM_587,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,117
TXN00003601,FAN_SIM_600,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,53
TXN00003610,FAN_SIM_609,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,44
TXN00003602,FAN_SIM_601,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,53
TXN00003604,FAN_SIM_603,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,48
TXN00003609,FAN_SIM_608,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,44
TXN00003615,FAN_SIM_614,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,44
TXN00003622,FAN_SIM_621,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,43
TXN00003600,FAN_SIM_599,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,54
TXN00003619,FAN_SIM_618,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,65
TXN00003612,FAN_SIM_611,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,70
TXN00003608,FAN_SIM_607,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,71
TXN00003624,FAN_SIM_623,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,69
TXN00003042,FAN_SIM_18,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,1606
TXN00003634,FAN_SIM_633,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,33
TXN00003616,FAN_SIM_615,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,83
TXN00003607,FAN_SIM_606,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,74
TXN00003614,FAN_SIM_613,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,77
TXN00003626,FAN_SIM_625,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,49
TXN00003628,FAN_SIM_627,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,65
TXN00003606,FAN_SIM_605,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,94
TXN00003627,FAN_SIM_626,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,69
TXN00003630,FAN_SIM_629,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,60
TXN00003620,FAN_SIM_619,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,96
TXN00003577,FAN_SIM_576,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,173
TXN00003597,FAN_SIM_596,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,116
TXN00003613,FAN_SIM_612,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,96
TXN00003632,FAN_SIM_631,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,57
TXN00003623,FAN_SIM_622,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,95
TXN00003635,FAN_SIM_634,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,56
TXN00003636,FAN_SIM_635,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,56
TXN00003611,FAN_SIM_610,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,97
TXN00003646,FAN_SIM_645,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,51
TXN00003631,FAN_SIM_630,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,57
TXN00003648,FAN_SIM_647,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,29
TXN00003649,FAN_SIM_648,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,29
TXN00003629,FAN_SIM_628,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,68
TXN00003652,FAN_SIM_651,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,31
TXN00003654,FAN_SIM_653,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,29
TXN00003650,FAN_SIM_649,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,43
TXN00003653,FAN_SIM_652,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,30
TXN00003647,FAN_SIM_646,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,70
TXN00003659,FAN_SIM_658,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,23
TXN00003004,FAN_SIM_28,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,1654
TXN00003621,FAN_SIM_620,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,123
TXN00003589,FAN_SIM_588,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,196
TXN00003651,FAN_SIM_650,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,41
TXN00003664,FAN_SIM_663,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,29
TXN00003665,FAN_SIM_664,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,32
TXN00003638,FAN_SIM_637,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,89
TXN00003644,FAN_SIM_643,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,90
TXN00003625,FAN_SIM_624,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,115
TXN00003637,FAN_SIM_636,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,98
TXN00003658,FAN_SIM_657,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,48
TXN00003027,FAN_SIM_47,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,1680
TXN00003673,FAN_SIM_672,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,32
TXN00003640,FAN_SIM_639,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,101
TXN00003642,FAN_SIM_641,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,100
TXN00003645,FAN_SIM_644,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,101
TXN00003641,FAN_SIM_640,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,102
TXN00003660,FAN_SIM_659,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,59
TXN00003633,FAN_SIM_632,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,113
TXN00003643,FAN_SIM_642,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,109
TXN00003657,FAN_SIM_656,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,112
TXN00003639,FAN_SIM_638,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,54
TXN00003682,FAN_SIM_681,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,78
TXN00003671,FAN_SIM_670,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,87
TXN00003678,FAN_SIM_677,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,77
TXN00003685,FAN_SIM_684,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:09,80
TXN00003675,FAN_SIM_674,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:09,92
TXN00003692,FAN_SIM_691,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:09,80
TXN00003688,FAN_SIM_687,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:09,97
TXN00003674,FAN_SIM_673,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:09,118
TXN00003002,FAN_SIM_1,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:09,1768
TXN00003035,FAN_SIM_29,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:09,1767
TXN00003618,FAN_SIM_617,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:09,235
TXN00003667,FAN_SIM_667,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:09,154
TXN00003696,FAN_SIM_695,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:09,105
TXN00003689,FAN_SIM_688,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:09,116
TXN00003684,FAN_SIM_683,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:09,129
TXN00003661,FAN_SIM_660,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:09,156
TXN00003683,FAN_SIM_682,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:09,135
TXN00003687,FAN_SIM_686,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:09,129
TXN00003690,FAN_SIM_689,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:09,121
TXN00003704,FAN_SIM_703,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:09,53
TXN00003670,FAN_SIM_669,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:09,146
TXN00003691,FAN_SIM_690,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:09,120
TXN00003699,FAN_SIM_698,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:09,107
TXN00003672,FAN_SIM_671,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:09,145
TXN00003686,FAN_SIM_685,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:09,133
TXN00003698,FAN_SIM_697,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:09,108
TXN00003679,FAN_SIM_678,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:09,138
TXN00003655,FAN_SIM_654,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:09,173
TXN00003693,FAN_SIM_692,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:09,112
TXN00003662,FAN_SIM_661,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:09,164
TXN00003663,FAN_SIM_662,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:09,162
TXN00003680,FAN_SIM_679,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:09,138
TXN00003694,FAN_SIM_693,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:09,112
TXN00003702,FAN_SIM_701,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:09,60
TXN00003697,FAN_SIM_696,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:09,108
TXN00003617,FAN_SIM_616,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:09,260
TXN00003701,FAN_SIM_700,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:09,104
TXN00003666,FAN_SIM_665,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:09,162
TXN00003656,FAN_SIM_655,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:09,173
TXN00003700,FAN_SIM_699,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:09,106
TXN00003669,FAN_SIM_668,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:09,161
TXN00003676,FAN_SIM_675,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:09,142
TXN00003668,FAN_SIM_666,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:09,160
TXN00003677,FAN_SIM_676,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:09,142
TXN00003681,FAN_SIM_680,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:09,138
TXN00003695,FAN_SIM_694,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:09,112
TXN00003706,FAN_SIM_705,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:09,53
TXN00003703,FAN_SIM_702,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:09,56
TXN00003707,FAN_SIM_706,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:09,39
TXN00003714,FAN_SIM_713,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:09,32
TXN00003712,FAN_SIM_711,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:09,33
TXN00003708,FAN_SIM_707,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:09,40
TXN00003711,FAN_SIM_710,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:09,33
TXN00003710,FAN_SIM_709,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:09,35
TXN00003709,FAN_SIM_708,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:09,39
TXN00003717,FAN_SIM_716,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:09,71
TXN00003003,FAN_SIM_2,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:09,1869
TXN00003718,FAN_SIM_717,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:09,81
TXN00003720,FAN_SIM_719,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:09,76
TXN00003715,FAN_SIM_714,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:09,83
TXN00003716,FAN_SIM_715,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:09,87
TXN00003705,FAN_SIM_704,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:09,134
TXN00003726,FAN_SIM_725,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:09,71
TXN00003745,FAN_SIM_745,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:09,70
TXN00003729,FAN_SIM_728,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:09,71
TXN00003735,FAN_SIM_734,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:09,71
TXN00003752,FAN_SIM_751,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:09,71
TXN00003731,FAN_SIM_730,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:09,71
TXN00003728,FAN_SIM_727,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:09,71
TXN00003751,FAN_SIM_750,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:09,71
TXN00003724,FAN_SIM_723,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:09,72
TXN00003727,FAN_SIM_726,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:09,71
TXN00003723,FAN_SIM_722,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:09,73
TXN00003725,FAN_SIM_724,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:09,71
TXN00003722,FAN_SIM_721,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:09,72
TXN00003737,FAN_SIM_737,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:09,72
TXN00003741,FAN_SIM_741,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:09,72
TXN00003713,FAN_SIM_712,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:09,110
TXN00003753,FAN_SIM_752,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:09,73
TXN00003025,FAN_SIM_33,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:09,1886
